-75.61384,-16.205109
-76.154816,-15.594111
-76.14272,-15.610773
-76.77309,-14.323266
-75.95564,-15.840245
-76.67019,-14.612515
-78.08802,-9.415377
-77.557434,-11.603533
-76.715256,-14.485502
-77.29954,-12.623825
-77.24676,-12.763433
-76.25824,-15.442616
-78.28853,-8.321438
-76.41802,-15.15099
-77.2151,-12.854665
-76.82934,-14.116264
-78.76097,-3.9740496
-78.54179,1.6594537
-78.20963,-8.904077
-77.16668,-13.178317
-77.23241,-12.808259
8.7215,1.9822724
-77.051445,-13.500561
-77.45952,-11.991641
-78.372055,-8.47615
-78.368286,-8.4030075
-78.7091,-0.03875849
-78.06965,-9.483693
-71.15579,16.94432
-78.59866,1.2314878
-77.352585,-12.402826
-77.62807,6.0682683
-78.06298,-9.513696
-78.65614,-5.2609863
-77.78886,-10.657093
-76.85396,-14.043991
-78.803986,-3.1023362
-78.755745,-3.987758
-78.781105,-1.5959034
-78.42344,2.403686
-78.11792,-8.578528
17.112211,12.7454815
-78.0043,-9.776335
-78.423355,-7.3807425
-78.63875,-5.425527
-77.24808,-13.049636
-78.73508,-0.47057927
-78.80404,-3.3662314
-77.87115,5.176093
-76.69646,-14.530009
-78.41775,-7.4306984
-69.48258,17.616804
-77.05104,-13.511344
-76.57005,-14.845498
-75.75338,-16.057362
-76.99634,7.9437346
-78.311646,3.036292
-78.7157,-4.6509924
-77.36858,-12.346572
28.422318,-21.311335
-78.75086,-4.183896
-78.80129,-2.9219148
-74.607124,12.817485
-76.5266,-14.931449
-77.47922,-11.917755
-78.11187,-8.547111
2.6651893,-14.4829645
-78.65845,0.6307781
-32.304314,9.599816
-78.742836,-4.281195
-78.771225,-3.7272472
-78.77875,-1.507294
-78.01867,4.5385275
-77.33722,-12.459436
-75.77518,10.818716
-69.32552,17.942331
-78.77284,-1.3223938
-78.21311,3.5627708
33.574585,16.31042
-77.02263,-13.538105
-54.76152,9.870589
-78.628914,0.94379246
-78.650795,0.72598594
-77.02703,-13.258008
-78.84707,-3.905429
-71.26198,16.618418
-78.15972,3.837116
-78.52045,1.8028972
-78.357,-8.698104
-77.961876,-9.944975
-56.23448,15.692032
-78.75916,-3.9399376
-77.715225,5.7703724
