	book	chapter	verse	lemma	strongno	gloss	display_lemma
0	00	01	01	βίβλος	G976	written book, roll, volume, book	βίβλος
1	00	01	01	γένεσις	G1078	birth, lineage, beginning	γένεσις
2	00	01	01	Ἰησοῦς	G2424	Jesus, Joshua	Ἰησοῦς
3	00	01	01	Χριστός	G5547	the Anointed One, the Messiah, the Christ	Χριστός
4	00	01	01	υἱός	G5207	son, descendent	υἱός
5	00	01	01	Δαυίδ	G1138	David	Δαυίδ
6	00	01	01	υἱός	G5207	son, descendent	υἱός
7	00	01	01	Ἀβραάμ	G11	Abraham	Ἀβραάμ
8	00	01	02	Ἀβραάμ	G11	Abraham	Ἀβραάμ
9	00	01	02	γεννάω	G1080	bring forth, give birth to	γεννάω
10	00	01	02	Ἰσαάκ	G2464	Isaac	Ἰσαάκ
11	00	01	02	Ἰσαάκ	G2464	Isaac	Ἰσαάκ
12	00	01	02	γεννάω	G1080	bring forth, give birth to	γεννάω
13	00	01	02	Ἰακώβ	G2384	Jacob	Ἰακώβ
14	00	01	02	Ἰακώβ	G2384	Jacob	Ἰακώβ
15	00	01	02	γεννάω	G1080	bring forth, give birth to	γεννάω
16	00	01	02	Ἰούδας	G2455	Judas, Jude	Ἰούδας
17	00	01	02	ἀδελφός	G80	brother	ἀδελφός
18	00	01	03	Ἰούδας	G2455	Judas, Jude	Ἰούδας
19	00	01	03	γεννάω	G1080	bring forth, give birth to	γεννάω
20	00	01	03	Φάρες	G5329	Perez	Φάρες
21	00	01	03	Ζάρα	G2196	Zerah	Ζάρα
22	00	01	03	Θαμάρ	G2283	Tamar	Θαμάρ
23	00	01	03	Φάρες	G5329	Perez	Φάρες
24	00	01	03	γεννάω	G1080	bring forth, give birth to	γεννάω
25	00	01	03	Ἑσρώμ	G2074	Hezron	Ἑσρώμ
26	00	01	03	Ἑσρώμ	G2074	Hezron	Ἑσρώμ
27	00	01	03	γεννάω	G1080	bring forth, give birth to	γεννάω
28	00	01	03	Ἀράμ	G689	Ram	Ἀράμ
29	00	01	04	Ἀράμ	G689	Ram	Ἀράμ
30	00	01	04	γεννάω	G1080	bring forth, give birth to	γεννάω
31	00	01	04	Ἀμιναδάβ	G284	Amminadab	Ἀμιναδάβ
32	00	01	04	Ἀμιναδάβ	G284	Amminadab	Ἀμιναδάβ
33	00	01	04	γεννάω	G1080	bring forth, give birth to	γεννάω
34	00	01	04	Ναασσών	G3476	Nahshon	Ναασσών
35	00	01	04	Ναασσών	G3476	Nahshon	Ναασσών
36	00	01	04	γεννάω	G1080	bring forth, give birth to	γεννάω
37	00	01	04	Σαλμών	G4533	Salmon	Σαλμών
38	00	01	05	Σαλμών	G4533	Salmon	Σαλμών
39	00	01	05	γεννάω	G1080	bring forth, give birth to	γεννάω
40	00	01	05	Βόες	G1003	Boaz	Βόες
41	00	01	05	Ῥαχάβ	G4477	Rahab	Ῥαχάβ
42	00	01	05	Βόες	G1003	Boaz	Βόες
43	00	01	05	γεννάω	G1080	bring forth, give birth to	γεννάω
44	00	01	05	Ἰωβήδ	G5601	Obed	Ἰωβήδ
45	00	01	05	Ῥούθ	G4503	Ruth	Ῥούθ
46	00	01	05	Ἰωβήδ	G5601	Obed	Ἰωβήδ
47	00	01	05	γεννάω	G1080	bring forth, give birth to	γεννάω
48	00	01	05	Ἰεσσαί	G2421	Jesse	Ἰεσσαί
49	00	01	06	Ἰεσσαί	G2421	Jesse	Ἰεσσαί
50	00	01	06	γεννάω	G1080	bring forth, give birth to	γεννάω
51	00	01	06	Δαυίδ	G1138	David	Δαυίδ
52	00	01	06	βασιλεύς	G935	king, ruler	βασιλεύς
53	00	01	06	Δαυίδ	G1138	David	Δαυίδ
54	00	01	06	γεννάω	G1080	bring forth, give birth to	γεννάω
55	00	01	06	Σολομών	G4672	Solomon	Σολομών
56	00	01	06	Οὐρίας	G3774	Uriah	Οὐρίας
57	00	01	07	Σολομών	G4672	Solomon	Σολομών
58	00	01	07	γεννάω	G1080	bring forth, give birth to	γεννάω
59	00	01	07	Ῥοβοάμ	G4497	Rehoboam	Ῥοβοάμ
60	00	01	07	Ῥοβοάμ	G4497	Rehoboam	Ῥοβοάμ
61	00	01	07	γεννάω	G1080	bring forth, give birth to	γεννάω
62	00	01	07	Ἀβιά	G7	Abijah	Ἀβιά
63	00	01	07	Ἀβιά	G7	Abijah	Ἀβιά
64	00	01	07	γεννάω	G1080	bring forth, give birth to	γεννάω
65	00	01	07	Ἀσάφ	G760	Asa	Ἀσάφ
66	00	01	08	Ἀσάφ	G760	Asa	Ἀσάφ
67	00	01	08	γεννάω	G1080	bring forth, give birth to	γεννάω
68	00	01	08	Ἰωσαφάτ	G2498	Jehoshaphat	Ἰωσαφάτ
69	00	01	08	Ἰωσαφάτ	G2498	Jehoshaphat	Ἰωσαφάτ
70	00	01	08	γεννάω	G1080	bring forth, give birth to	γεννάω
71	00	01	08	Ἰωράμ	G2496	Joram, Jehoram	Ἰωράμ
72	00	01	08	Ἰωράμ	G2496	Joram, Jehoram	Ἰωράμ
73	00	01	08	γεννάω	G1080	bring forth, give birth to	γεννάω
74	00	01	08	Ὀζίας	G3604	Uzziah	Ὀζίας
75	00	01	09	Ὀζίας	G3604	Uzziah	Ὀζίας
76	00	01	09	γεννάω	G1080	bring forth, give birth to	γεννάω
77	00	01	09	Ἰωαθάμ	G2488	Jotham	Ἰωαθάμ
78	00	01	09	Ἰωαθάμ	G2488	Jotham	Ἰωαθάμ
79	00	01	09	γεννάω	G1080	bring forth, give birth to	γεννάω
80	00	01	09	Ἀχάζ	G881	Ahaz	Ἀχάζ
81	00	01	09	Ἀχάζ	G881	Ahaz	Ἀχάζ
82	00	01	09	γεννάω	G1080	bring forth, give birth to	γεννάω
83	00	01	09	Ἑζεκίας	G1478	Hezekiah	Ἑζεκίας
84	00	01	10	Ἑζεκίας	G1478	Hezekiah	Ἑζεκίας
85	00	01	10	γεννάω	G1080	bring forth, give birth to	γεννάω
86	00	01	10	Μανασσῆ	G3128	Manasseh	Μανασσῆ
87	00	01	10	Μανασσῆ	G3128	Manasseh	Μανασσῆ
88	00	01	10	γεννάω	G1080	bring forth, give birth to	γεννάω
89	00	01	10	Ἀμώς	G301	Amos	Ἀμώς
90	00	01	10	Ἀμώς	G301	Amos	Ἀμώς
91	00	01	10	γεννάω	G1080	bring forth, give birth to	γεννάω
92	00	01	10	Ἰωσίας	G2502	Josiah	Ἰωσίας
93	00	01	11	Ἰωσίας	G2502	Josiah	Ἰωσίας
94	00	01	11	γεννάω	G1080	bring forth, give birth to	γεννάω
95	00	01	11	Ἰεχονίας	G2423	Jechoniah	Ἰεχονίας
96	00	01	11	ἀδελφός	G80	brother	ἀδελφός
97	00	01	11	μετοικεσία	G3350	change of abode, migration, deportation	μετοικεσία
98	00	01	11	Βαβυλών	G897	Babylon	Βαβυλών
99	00	01	12	μετοικεσία	G3350	change of abode, migration, deportation	μετοικεσία
100	00	01	12	Βαβυλών	G897	Babylon	Βαβυλών
101	00	01	12	Ἰεχονίας	G2423	Jechoniah	Ἰεχονίας
102	00	01	12	γεννάω	G1080	bring forth, give birth to	γεννάω
103	00	01	12	Σαλαθιήλ	G4528	Salathiel	Σαλαθιήλ
104	00	01	12	Σαλαθιήλ	G4528	Salathiel	Σαλαθιήλ
105	00	01	12	γεννάω	G1080	bring forth, give birth to	γεννάω
106	00	01	12	Ζοροβαβέλ	G2216	Zerubbabel	Ζοροβαβέλ
107	00	01	13	Ζοροβαβέλ	G2216	Zerubbabel	Ζοροβαβέλ
108	00	01	13	γεννάω	G1080	bring forth, give birth to	γεννάω
109	00	01	13	Ἀβιούδ	G10	Abiud	Ἀβιούδ
110	00	01	13	Ἀβιούδ	G10	Abiud	Ἀβιούδ
111	00	01	13	γεννάω	G1080	bring forth, give birth to	γεννάω
112	00	01	13	Ἐλιακίμ	G1662	Eliakim	Ἐλιακίμ
113	00	01	13	Ἐλιακίμ	G1662	Eliakim	Ἐλιακίμ
114	00	01	13	γεννάω	G1080	bring forth, give birth to	γεννάω
115	00	01	13	Ἀζώρ	G107	Azor	Ἀζώρ
116	00	01	14	Ἀζώρ	G107	Azor	Ἀζώρ
117	00	01	14	γεννάω	G1080	bring forth, give birth to	γεννάω
118	00	01	14	Σαδώκ	G4524	Zadok	Σαδώκ
119	00	01	14	Σαδώκ	G4524	Zadok	Σαδώκ
120	00	01	14	γεννάω	G1080	bring forth, give birth to	γεννάω
121	00	01	14	Ἀχίμ	G885	Achim	Ἀχίμ
122	00	01	14	Ἀχίμ	G885	Achim	Ἀχίμ
123	00	01	14	γεννάω	G1080	bring forth, give birth to	γεννάω
124	00	01	14	Ἐλιούδ	G1664	Eliud	Ἐλιούδ
125	00	01	15	Ἐλιούδ	G1664	Eliud	Ἐλιούδ
126	00	01	15	γεννάω	G1080	bring forth, give birth to	γεννάω
127	00	01	15	Ἐλεάζαρ	G1648	Eleazar	Ἐλεάζαρ
128	00	01	15	Ἐλεάζαρ	G1648	Eleazar	Ἐλεάζαρ
129	00	01	15	γεννάω	G1080	bring forth, give birth to	γεννάω
130	00	01	15	Ματθάν	G3157	Matthan	Ματθάν
131	00	01	15	Ματθάν	G3157	Matthan	Ματθάν
132	00	01	15	γεννάω	G1080	bring forth, give birth to	γεννάω
133	00	01	15	Ἰακώβ	G2384	Jacob	Ἰακώβ
134	00	01	16	Ἰακώβ	G2384	Jacob	Ἰακώβ
135	00	01	16	γεννάω	G1080	bring forth, give birth to	γεννάω
136	00	01	16	Ἰωσήφ	G2501	Joseph	Ἰωσήφ
137	00	01	16	ἀνήρ	G435	man	ἀνήρ
138	00	01	16	Μαρία	G3137	Mary	Μαρία
139	00	01	16	γεννάω	G1080	bring forth, give birth to	γεννάω
140	00	01	16	Ἰησοῦς	G2424	Jesus, Joshua	Ἰησοῦς
141	00	01	16	λέγω	G3004	say, tell	λέγω
142	00	01	16	Χριστός	G5547	the Anointed One, the Messiah, the Christ	Χριστός
143	00	01	17	πᾶς	G3956	all, every	πᾶς
144	00	01	17	γενεά	G1074	generation, family	γενεά
145	00	01	17	Ἀβραάμ	G11	Abraham	Ἀβραάμ
146	00	01	17	Δαυίδ	G1138	David	Δαυίδ
147	00	01	17	γενεά	G1074	generation, family	γενεά
148	00	01	17	δεκατέσσαρες	G1180	fourteen	δεκατέσσαρες
149	00	01	17	Δαυίδ	G1138	David	Δαυίδ
150	00	01	17	μετοικεσία	G3350	change of abode, migration, deportation	μετοικεσία
151	00	01	17	Βαβυλών	G897	Babylon	Βαβυλών
152	00	01	17	γενεά	G1074	generation, family	γενεά
153	00	01	17	δεκατέσσαρες	G1180	fourteen	δεκατέσσαρες
154	00	01	17	μετοικεσία	G3350	change of abode, migration, deportation	μετοικεσία
155	00	01	17	Βαβυλών	G897	Babylon	Βαβυλών
156	00	01	17	Χριστός	G5547	the Anointed One, the Messiah, the Christ	Χριστός
157	00	01	17	γενεά	G1074	generation, family	γενεά
158	00	01	17	δεκατέσσαρες	G1180	fourteen	δεκατέσσαρες
159	00	01	18	Ἰησοῦς	G2424	Jesus, Joshua	Ἰησοῦς
160	00	01	18	Χριστός	G5547	the Anointed One, the Messiah, the Christ	Χριστός
161	00	01	18	γένεσις	G1078	birth, lineage, beginning	γένεσις
162	00	01	18	οὕτω	G3779	thus, so, in this manner	οὕτω
163	00	01	18	εἰμί	G1510	am, exist	εἰμί
164	00	01	18	μνηστεύω	G3423	ask in marriage	μνηστεύω
165	00	01	18	μήτηρ	G3384	mother	μήτηρ
166	00	01	18	Μαρία	G3137	Mary	Μαρία
167	00	01	18	Ἰωσήφ	G2501	Joseph	Ἰωσήφ
168	00	01	18	πρίν	G4250	formerly, before	πρίν
169	00	01	18	συνέρχομαι	G4905	come with, accompany	συνέρχομαι
170	00	01	18	εὑρίσκω	G2147	find, discover	εὑρίσκω
171	00	01	18	γαστήρ	G1064	womb, stomach, am pregnant, belly	γαστήρ
172	00	01	18	ἔχω	G2192	have, hold	ἔχω
173	00	01	18	πνεῦμα	G4151	wind, breath, spirit	πνεῦμα
174	00	01	18	ἅγιος	G40	holy, sacred	ἅγιος
175	00	01	19	Ἰωσήφ	G2501	Joseph	Ἰωσήφ
176	00	01	19	ἀνήρ	G435	man	ἀνήρ
177	00	01	19	δίκαιος	G1342	just, righteous	δίκαιος
178	00	01	19	εἰμί	G1510	am, exist	εἰμί
179	00	01	19	μή	G3361	not, lest	μή
180	00	01	19	θέλω	G2309	will, wish, desire	θέλω
181	00	01	19	δειγματίζω	G1165	hold up as an example	δειγματίζω
182	00	01	19	βούλομαι	G1014	will, desire, wish	βούλομαι
183	00	01	19	λάθρᾳ	G2977	secretly	λάθρᾳ
184	00	01	19	ἀπολύω	G630	let go, send away,  set free	ἀπολύω
185	00	01	20	ἐνθυμέομαι	G1760	meditate upon, reflect upon	ἐνθυμέομαι
186	00	01	20	ὁράω	G3708	see, look upon	ὁράω
187	00	01	20	ἄγγελος	G32	angel, messenger	ἄγγελος
188	00	01	20	κύριος	G2962	lord, master, the Lord	κύριος
189	00	01	20	ὄναρ	G3677	dream (only in nom. and acc.)	ὄναρ
190	00	01	20	φαίνω	G5316	shine, (mid.) appear, become visible	φαίνω
191	00	01	20	λέγω	G3004	say, tell	λέγω
192	00	01	20	Ἰωσήφ	G2501	Joseph	Ἰωσήφ
193	00	01	20	υἱός	G5207	son, descendent	υἱός
194	00	01	20	Δαυίδ	G1138	David	Δαυίδ
195	00	01	20	μή	G3361	not, lest	μή
196	00	01	20	φοβέω	G5399	fear, am terrified	φοβέω
197	00	01	20	παραλαμβάνω	G3880	take, receive, take with	παραλαμβάνω
198	00	01	20	Μαρία	G3137	Mary	Μαρία
199	00	01	20	γυνή	G1135	woman, wife	γυνή
200	00	01	20	γεννάω	G1080	bring forth, give birth to	γεννάω
201	00	01	20	πνεῦμα	G4151	wind, breath, spirit	πνεῦμα
202	00	01	20	εἰμί	G1510	am, exist	εἰμί
203	00	01	20	ἅγιος	G40	holy, sacred	ἅγιος
204	00	01	21	τίκτω	G5088	bear, bring forth, produce, give birth to	τίκτω
205	00	01	21	υἱός	G5207	son, descendent	υἱός
206	00	01	21	καλέω	G2564	call, invite	καλέω
207	00	01	21	ὄνομα	G3686	name	ὄνομα
208	00	01	21	Ἰησοῦς	G2424	Jesus, Joshua	Ἰησοῦς
209	00	01	21	σῴζω	G4982	save, heal	σῴζω
210	00	01	21	λαός	G2992	people, crowd	λαός
211	00	01	21	ἁμαρτία	G266	sin	ἁμαρτία
212	00	01	22	ὅλος	G3650	entire, whole, complete	ὅλος
213	00	01	22	γίνομαι	G1096	am born, become, happen	γίνομαι
214	00	01	22	πληρόω	G4137	fill, make full, finish	πληρόω
215	00	01	22	εἶπον	G2046	say, speak	εἶπον
216	00	01	22	κύριος	G2962	lord, master, the Lord	κύριος
217	00	01	22	προφήτης	G4396	prophet	προφήτης
218	00	01	22	λέγω	G3004	say, tell	λέγω
219	00	01	23	ὁράω	G3708	see, look upon	ὁράω
220	00	01	23	παρθένος	G3933	virgin	παρθένος
221	00	01	23	γαστήρ	G1064	womb, stomach, am pregnant, belly	γαστήρ
222	00	01	23	ἔχω	G2192	have, hold	ἔχω
223	00	01	23	τίκτω	G5088	bear, bring forth, produce, give birth to	τίκτω
224	00	01	23	υἱός	G5207	son, descendent	υἱός
225	00	01	23	καλέω	G2564	call, invite	καλέω
226	00	01	23	ὄνομα	G3686	name	ὄνομα
227	00	01	23	Ἐμμανουήλ	G1694	Emmanuel	Ἐμμανουήλ
228	00	01	23	εἰμί	G1510	am, exist	εἰμί
229	00	01	23	μεθερμηνεύω	G3177	translate, interpret	μεθερμηνεύω
230	00	01	23	θεός	G2316	god	θεός
231	00	01	24	ἐγείρω	G1453	raise	ἐγείρω
232	00	01	24	Ἰωσήφ	G2501	Joseph	Ἰωσήφ
233	00	01	24	ὕπνος	G5258	sleep	ὕπνος
234	00	01	24	ποιέω	G4160	do, make	ποιέω
235	00	01	24	προστάσσω	G4367	order, instruct, command, appoint	προστάσσω
236	00	01	24	ἄγγελος	G32	angel, messenger	ἄγγελος
237	00	01	24	κύριος	G2962	lord, master, the Lord	κύριος
238	00	01	24	παραλαμβάνω	G3880	take, receive, take with	παραλαμβάνω
239	00	01	24	γυνή	G1135	woman, wife	γυνή
240	00	01	25	οὐ	G3756	no, not	οὐ
241	00	01	25	γινώσκω	G1097	know, learn	γινώσκω
242	00	01	25	τίκτω	G5088	bear, bring forth, produce, give birth to	τίκτω
243	00	01	25	υἱός	G5207	son, descendent	υἱός
244	00	01	25	καλέω	G2564	call, invite	καλέω
245	00	01	25	ὄνομα	G3686	name	ὄνομα
246	00	01	25	Ἰησοῦς	G2424	Jesus, Joshua	Ἰησοῦς
247	00	02	01	Ἰησοῦς	G2424	Jesus, Joshua	Ἰησοῦς
248	00	02	01	γεννάω	G1080	bring forth, give birth to	γεννάω
249	00	02	01	Βηθλέεμ	G965	Bethlehem	Βηθλέεμ
250	00	02	01	Ἰουδαία	G2449	Judea	Ἰουδαία
251	00	02	01	ἡμέρα	G2250	day	ἡμέρα
252	00	02	01	Ἡρῴδης	G2264	Herod	Ἡρῴδης
253	00	02	01	βασιλεύς	G935	king, ruler	βασιλεύς
254	00	02	01	ὁράω	G3708	see, look upon	ὁράω
255	00	02	01	μάγος	G3097	Magus; sorcerer, magician, wizard	μάγος
256	00	02	01	ἀνατολή	G395	rising of sun, East, rising	ἀνατολή
257	00	02	01	παραγίνομαι	G3854	come; am present	παραγίνομαι
258	00	02	01	Ἱεροσόλυμα	G2414	Jerusalem	Ἱεροσόλυμα
259	00	02	02	λέγω	G3004	say, tell	λέγω
260	00	02	02	ποῦ	G4226	where	ποῦ
261	00	02	02	εἰμί	G1510	am, exist	εἰμί
262	00	02	02	τίκτω	G5088	bear, bring forth, produce, give birth to	τίκτω
263	00	02	02	βασιλεύς	G935	king, ruler	βασιλεύς
264	00	02	02	Ἰουδαῖος	G2453	Jewish, Judean	Ἰουδαῖος
265	00	02	02	ὁράω	G3708	see, look upon	ὁράω
266	00	02	02	ἀστήρ	G792	star	ἀστήρ
267	00	02	02	ἀνατολή	G395	rising of sun, East, rising	ἀνατολή
268	00	02	02	ἔρχομαι	G2064	come, go	ἔρχομαι
269	00	02	02	προσκυνέω	G4352	worship	προσκυνέω
270	00	02	03	ἀκούω	G191	hear, listen	ἀκούω
271	00	02	03	βασιλεύς	G935	king, ruler	βασιλεύς
272	00	02	03	Ἡρῴδης	G2264	Herod	Ἡρῴδης
273	00	02	03	ταράσσω	G5015	agitate, stir up, trouble	ταράσσω
274	00	02	03	πᾶς	G3956	all, every	πᾶς
275	00	02	03	Ἱεροσόλυμα	G2414	Jerusalem	Ἱεροσόλυμα
276	00	02	04	συνάγω	G4863	gather together	συνάγω
277	00	02	04	πᾶς	G3956	all, every	πᾶς
278	00	02	04	ἀρχιερεύς	G749	high priest	ἀρχιερεύς
279	00	02	04	γραμματεύς	G1122	scribe, man of learning	γραμματεύς
280	00	02	04	λαός	G2992	people, crowd	λαός
281	00	02	04	πυνθάνομαι	G4441	ask, inquire	πυνθάνομαι
282	00	02	04	ποῦ	G4226	where	ποῦ
283	00	02	04	Χριστός	G5547	the Anointed One, the Messiah, the Christ	Χριστός
284	00	02	04	γεννάω	G1080	bring forth, give birth to	γεννάω
285	00	02	05	λέγω	G3004	say, tell	λέγω
286	00	02	05	Βηθλέεμ	G965	Bethlehem	Βηθλέεμ
287	00	02	05	Ἰουδαία	G2449	Judea	Ἰουδαία
288	00	02	05	οὕτω	G3779	thus, so, in this manner	οὕτω
289	00	02	05	γράφω	G1125	write	γράφω
290	00	02	05	προφήτης	G4396	prophet	προφήτης
291	00	02	06	Βηθλέεμ	G965	Bethlehem	Βηθλέεμ
292	00	02	06	γῆ	G1093	earth, land	γῆ
293	00	02	06	Ἰούδας	G2448	Judas, Jude	Ἰούδας
294	00	02	06	οὐδαμῶς	G3760	by no means	οὐδαμῶς
295	00	02	06	ἐλάχιστος	G1646	least, smallest, very little	ἐλάχιστος
296	00	02	06	εἰμί	G1510	am, exist	εἰμί
297	00	02	06	ἡγεμών	G2232	governor, procurator	ἡγεμών
298	00	02	06	Ἰούδας	G2448	Judas, Jude	Ἰούδας
299	00	02	06	ἐξέρχομαι	G1831	go out, come out	ἐξέρχομαι
300	00	02	06	ἡγέομαι	G2233	lead, guide; think	ἡγέομαι
301	00	02	06	ποιμαίνω	G4165	shepherd, tend, pasture	ποιμαίνω
302	00	02	06	λαός	G2992	people, crowd	λαός
303	00	02	06	Ἰσραήλ	G2474	Israel	Ἰσραήλ
304	00	02	07	τότε	G5119	then	τότε
305	00	02	07	Ἡρῴδης	G2264	Herod	Ἡρῴδης
306	00	02	07	λάθρᾳ	G2977	secretly	λάθρᾳ
307	00	02	07	καλέω	G2564	call, invite	καλέω
308	00	02	07	μάγος	G3097	Magus; sorcerer, magician, wizard	μάγος
309	00	02	07	ἀκριβόω	G198	examine carefully, inquire strictly	ἀκριβόω
310	00	02	07	χρόνος	G5550	time, season	χρόνος
311	00	02	07	φαίνω	G5316	shine, (mid.) appear, become visible	φαίνω
312	00	02	07	ἀστήρ	G792	star	ἀστήρ
313	00	02	08	πέμπω	G3992	send	πέμπω
314	00	02	08	Βηθλέεμ	G965	Bethlehem	Βηθλέεμ
315	00	02	08	λέγω	G3004	say, tell	λέγω
316	00	02	08	πορεύομαι	G4198	go, proceed	πορεύομαι
317	00	02	08	ἐξετάζω	G1833	examine, question, search out	ἐξετάζω
318	00	02	08	ἀκριβῶς	G199	carefully, accurately	ἀκριβῶς
319	00	02	08	παιδίον	G3813	infant, young child	παιδίον
320	00	02	08	εὑρίσκω	G2147	find, discover	εὑρίσκω
321	00	02	08	ἀπαγγέλλω	G518	report, announce, proclaim	ἀπαγγέλλω
322	00	02	08	ἔρχομαι	G2064	come, go	ἔρχομαι
323	00	02	08	προσκυνέω	G4352	worship	προσκυνέω
324	00	02	09	ἀκούω	G191	hear, listen	ἀκούω
325	00	02	09	βασιλεύς	G935	king, ruler	βασιλεύς
326	00	02	09	πορεύομαι	G4198	go, proceed	πορεύομαι
327	00	02	09	ὁράω	G3708	see, look upon	ὁράω
328	00	02	09	ἀστήρ	G792	star	ἀστήρ
329	00	02	09	ὁράω	G3708	see, look upon	ὁράω
330	00	02	09	ἀνατολή	G395	rising of sun, East, rising	ἀνατολή
331	00	02	09	προάγω	G4254	lead forth, go before, lead forward	προάγω
332	00	02	09	ἔρχομαι	G2064	come, go	ἔρχομαι
333	00	02	09	ἵστημι	G2476	cause to stand, place, set	ἵστημι
334	00	02	09	οὗ	G3757	where, whither, when	οὗ
335	00	02	09	εἰμί	G1510	am, exist	εἰμί
336	00	02	09	παιδίον	G3813	infant, young child	παιδίον
337	00	02	10	ὁράω	G3708	see, look upon	ὁράω
338	00	02	10	ἀστήρ	G792	star	ἀστήρ
339	00	02	10	χαίρω	G5463	rejoice, am glad	χαίρω
340	00	02	10	χαρά	G5479	joy, gladness	χαρά
341	00	02	10	μέγας	G3173	large, great	μέγας
342	00	02	10	σφόδρα	G4970	exceedingly, greatly, very (much)	σφόδρα
343	00	02	11	ἔρχομαι	G2064	come, go	ἔρχομαι
344	00	02	11	οἰκία	G3614	house, household	οἰκία
345	00	02	11	ὁράω	G3708	see, look upon	ὁράω
346	00	02	11	παιδίον	G3813	infant, young child	παιδίον
347	00	02	11	Μαρία	G3137	Mary	Μαρία
348	00	02	11	μήτηρ	G3384	mother	μήτηρ
349	00	02	11	πίπτω	G4098	fall	πίπτω
350	00	02	11	προσκυνέω	G4352	worship	προσκυνέω
351	00	02	11	ἀνοίγω	G455	open	ἀνοίγω
352	00	02	11	θησαυρός	G2344	treasure, store	θησαυρός
353	00	02	11	προσφέρω	G4374	bring to, offer	προσφέρω
354	00	02	11	δῶρον	G1435	gift, present	δῶρον
355	00	02	11	χρυσός	G5557	gold, anything made of gold	χρυσός
356	00	02	11	λίβανος	G3030	incense	λίβανος
357	00	02	11	σμύρνα	G4666	Smyrna	σμύρνα
358	00	02	12	χρηματίζω	G5537	reveal, warn, am publicly called; bear a name	χρηματίζω
359	00	02	12	ὄναρ	G3677	dream (only in nom. and acc.)	ὄναρ
360	00	02	12	μή	G3361	not, lest	μή
361	00	02	12	ἀνακάμπτω	G344	return	ἀνακάμπτω
362	00	02	12	Ἡρῴδης	G2264	Herod	Ἡρῴδης
363	00	02	12	ἄλλος	G243	other, another	ἄλλος
364	00	02	12	ὁδός	G3598	way, road, journey	ὁδός
365	00	02	12	ἀναχωρέω	G402	return, retire, depart, withdraw, go away, take refuge	ἀναχωρέω
366	00	02	12	χώρα	G5561	region, land, fields, country	χώρα
367	00	02	13	ἀναχωρέω	G402	return, retire, depart, withdraw, go away, take refuge	ἀναχωρέω
368	00	02	13	ὁράω	G3708	see, look upon	ὁράω
369	00	02	13	ἄγγελος	G32	angel, messenger	ἄγγελος
370	00	02	13	κύριος	G2962	lord, master, the Lord	κύριος
371	00	02	13	φαίνω	G5316	shine, (mid.) appear, become visible	φαίνω
372	00	02	13	ὄναρ	G3677	dream (only in nom. and acc.)	ὄναρ
373	00	02	13	Ἰωσήφ	G2501	Joseph	Ἰωσήφ
374	00	02	13	λέγω	G3004	say, tell	λέγω
375	00	02	13	ἐγείρω	G1453	raise	ἐγείρω
376	00	02	13	παραλαμβάνω	G3880	take, receive, take with	παραλαμβάνω
377	00	02	13	παιδίον	G3813	infant, young child	παιδίον
378	00	02	13	μήτηρ	G3384	mother	μήτηρ
379	00	02	13	φεύγω	G5343	flee, escape	φεύγω
380	00	02	13	Αἴγυπτος	G125	Egypt	Αἴγυπτος
381	00	02	13	εἰμί	G1510	am, exist	εἰμί
382	00	02	13	ἐκεῖ	G1563	there, to that place	ἐκεῖ
383	00	02	13	ἄν	G302	<condP>, NA, (an untranslatable conditional particle)	ἄν
384	00	02	13	λέγω	G3004	say, tell	λέγω
385	00	02	13	μέλλω	G3195	am about to, intend	μέλλω
386	00	02	13	Ἡρῴδης	G2264	Herod	Ἡρῴδης
387	00	02	13	ζητέω	G2212	seek, look for, ask	ζητέω
388	00	02	13	παιδίον	G3813	infant, young child	παιδίον
389	00	02	13	ἀπόλλυμι	G622	destroy, ruin	ἀπόλλυμι
390	00	02	14	ἐγείρω	G1453	raise	ἐγείρω
391	00	02	14	παραλαμβάνω	G3880	take, receive, take with	παραλαμβάνω
392	00	02	14	παιδίον	G3813	infant, young child	παιδίον
393	00	02	14	μήτηρ	G3384	mother	μήτηρ
394	00	02	14	νύξ	G3571	night, night-time	νύξ
395	00	02	14	ἀναχωρέω	G402	return, retire, depart, withdraw, go away, take refuge	ἀναχωρέω
396	00	02	14	Αἴγυπτος	G125	Egypt	Αἴγυπτος
397	00	02	15	εἰμί	G1510	am, exist	εἰμί
398	00	02	15	ἐκεῖ	G1563	there, to that place	ἐκεῖ
399	00	02	15	τελευτή	G5054	end of life, death	τελευτή
400	00	02	15	Ἡρῴδης	G2264	Herod	Ἡρῴδης
401	00	02	15	πληρόω	G4137	fill, make full, finish	πληρόω
402	00	02	15	εἶπον	G2046	say, speak	εἶπον
403	00	02	15	κύριος	G2962	lord, master, the Lord	κύριος
404	00	02	15	προφήτης	G4396	prophet	προφήτης
405	00	02	15	λέγω	G3004	say, tell	λέγω
406	00	02	15	Αἴγυπτος	G125	Egypt	Αἴγυπτος
407	00	02	15	καλέω	G2564	call, invite	καλέω
408	00	02	15	υἱός	G5207	son, descendent	υἱός
409	00	02	16	τότε	G5119	then	τότε
410	00	02	16	Ἡρῴδης	G2264	Herod	Ἡρῴδης
411	00	02	16	ὁράω	G3708	see, look upon	ὁράω
412	00	02	16	ἐμπαίζω	G1702	mock, ridicule	ἐμπαίζω
413	00	02	16	μάγος	G3097	Magus; sorcerer, magician, wizard	μάγος
